date,text,sentiment_score,Price,Open,Close,Price_Change,Movement
2024-11-08 03:55:43+00:00,banknifty 13 nov 52000 ce buy above 270 current price 270 target300310320 stoploss paid,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 03:56:23+00:00,270 270,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 03:56:31+00:00,270 280,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 03:56:36+00:00,270 290,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 03:56:41+00:00,270 300,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 03:57:00+00:00,270 300 1st target hit book your 50 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-08 03:57:11+00:00,270 310,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 03:57:29+00:00,270 310 2nd target hit book your 70 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:02:04+00:00,270 320,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:02:28+00:00,270 320 3rd target hit book your 100 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:31:56+00:00,demo trade join payment link index premium stock options,0.296,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:36:09+00:00,270 330,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:36:14+00:00,270 340,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:36:19+00:00,270 350,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:36:25+00:00,270 360,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-08 04:36:32+00:00,270 370,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:55:34+00:00,banknifty 13 nov 51500 ce buy above 260 current price 260 target290300310 stoploss paid,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:56:27+00:00,260 260,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:56:34+00:00,260 270,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:56:38+00:00,260 280,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:56:43+00:00,260 290,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:58:29+00:00,260 290 1st target hit book your 50 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:58:57+00:00,260 300,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 03:59:24+00:00,260 300 2nd target hit book your 70 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:12:01+00:00,morning trade join payment link index premium stock options join now,0.5267,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:12:29+00:00,260 310,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:12:49+00:00,260 310 3rd target hit book your 100 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:19:24+00:00,260 320,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:19:28+00:00,260 330,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:19:33+00:00,260 340,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:19:38+00:00,260 350,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 04:19:44+00:00,260 360,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-11 05:33:21+00:00,bank nifty 260 410 new high 150 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 05:33:39+00:00,bank nifty 260 460 new high 200 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 05:33:53+00:00,bank nifty 260 510 new high 250 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 07:23:20+00:00,bank nifty 260 560 new high 300 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 07:23:34+00:00,bank nifty 260 610 new high 350 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 07:24:19+00:00,bank nifty 260 660 new high 400 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 08:26:22+00:00,bank nifty 260 710 new high 450 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 08:26:38+00:00,bank nifty 260 760 new high 500 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-11 13:58:20+00:00,192 lacs profit booked,0.4404,227.3300018310547,225.38999938964844,,,0
2024-11-11 13:59:10+00:00,today fiidii data 11112024 fii sell net 230688 cr dii buy net 202663 cr net selling 28025 cr,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:54:49+00:00,banknifty 13 nov 52000 pe buy above 220 current price 220 target250260270 stoploss paid,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:56:24+00:00,220 220,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:56:37+00:00,220 230,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:56:53+00:00,220 240,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:57:23+00:00,220 250,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:57:39+00:00,220 250 1st target hit book your 50 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:57:53+00:00,220 260,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 03:58:12+00:00,220 260 2nd target hit book your 70 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-12 04:04:19+00:00,220 270,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 04:04:46+00:00,220 270 3rd target hit book your 100 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-12 04:18:31+00:00,220 280,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 04:18:40+00:00,220 290,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 04:18:48+00:00,220 300,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 04:18:59+00:00,220 310,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 04:19:08+00:00,220 320,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 05:46:12+00:00,invest index invest stock options,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-12 05:48:32+00:00,bank nifty 220 370 new high 150 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 05:48:52+00:00,bank nifty 220 420 new high 200 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:03:54+00:00,bank nifty 220 470 new high 250 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:04:09+00:00,bank nifty 220 520 new high 300 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:08:26+00:00,bank nifty 220 570 new high 350 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:09:10+00:00,bank nifty 220 620 new high 400 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:09:26+00:00,bank nifty 220 670 new high 450 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:39:38+00:00,dont misss join fast,-0.2235,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:58:10+00:00,bank nifty 220 720 new high 500 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:58:46+00:00,bank nifty 220 770 new high 550 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:59:06+00:00,bank nifty 220 820 new high 600 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 08:59:58+00:00,bank nifty 220 870 new high 650 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-12 14:09:57+00:00,today fiidii data 12112024 fii sell net 302431 cr dii buy net 185446 cr net selling 116985 cr,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 03:59:55+00:00,banknifty 13 nov 51500 pe buy above 320 current price 320 target350360370 stoploss paid,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:00:50+00:00,320 320,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:00:59+00:00,320 330,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:01:04+00:00,320 340,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:01:09+00:00,320 350,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:01:39+00:00,320 350 1st target hit book your 50 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:01:53+00:00,320 360,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:02:15+00:00,320 360 2nd target hit book your 70 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:10:57+00:00,320 370,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 04:11:28+00:00,320 370 3rd target hit book your 100 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:18:04+00:00,320 380,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:18:10+00:00,320 390,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:18:15+00:00,320 400,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:18:23+00:00,320 410,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:18:28+00:00,320 420,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:30:40+00:00,call time wait miss trade loss invest group join fast index invest stock options,-0.1779,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:31:08+00:00,bank nifty 320 620 new high 300 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:39:27+00:00,bank nifty 320 670 new high 350 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 05:39:49+00:00,bank nifty 320 720 new high 400 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 06:19:56+00:00,bank nifty 320 820 new high 500 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 09:00:58+00:00,bank nifty 320 920 new high 600 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 09:01:13+00:00,bank nifty 320 970 new high 650 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 09:01:41+00:00,bank nifty 320 1020 new high 700 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 09:57:44+00:00,bank nifty 320 1070 new high 750 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 09:59:25+00:00,bank nifty 320 1120 new high 800 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 10:19:40+00:00,bank nifty 320 1170 new high 850 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 10:20:04+00:00,bank nifty 320 1220 new high 900 point done bank nifty paper trade study,0.6597,227.3300018310547,225.38999938964844,,,0
2024-11-13 14:58:35+00:00,today fiidii data 13112024 fii sell net 250258 cr dii buy net 614524 cr net buying 364266 cr,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-15 03:10:44+00:00,today fiidii data 14112024 fii sell net 184987 cr dii buy net 248181 cr net buying 63194 cr,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:49:25+00:00,banknifty 27 nov 50000 pe buy above 400 current price 400 target430440450 stoploss paid,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:50:10+00:00,400 400,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:50:17+00:00,400 410,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:50:22+00:00,400 420,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:50:26+00:00,400 430,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:50:54+00:00,400 430 1st target hit book your 50 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:51:14+00:00,400 440,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:51:42+00:00,400 440 2nd target hit book your 70 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:55:08+00:00,1 invest 3 join click index invest stock options,0.296,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:55:23+00:00,400 450,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 03:55:46+00:00,400 450 3rd target hit book your 100 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-18 04:25:59+00:00,400 460,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 04:26:04+00:00,400 470,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 04:26:09+00:00,400 480,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 04:26:14+00:00,400 490,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-18 14:12:24+00:00,today fiidii data 18112024 fii sell net 140340 cr dii buy net 233056 cr net buying 92716 cr,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:07:45+00:00,banknifty 27 nov 51000 ce buy above 300 current price 300 target330340350 stoploss paid,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:08:32+00:00,300 300,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:08:39+00:00,300 310,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:08:44+00:00,300 320,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:08:48+00:00,300 330,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:09:10+00:00,300 330 1st target hit book your 50 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:09:51+00:00,300 340,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:10:20+00:00,300 340 2nd target hit book your 70 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:12:18+00:00,invest plan,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:12:57+00:00,300 350,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:13:13+00:00,300 350 3rd target hit book your 100 profit book profit trail stop loss profit,0.6369,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:20:08+00:00,invest,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:58:34+00:00,300 360,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:58:40+00:00,300 370,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:58:46+00:00,300 380,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:58:51+00:00,300 390,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 04:58:57+00:00,300 400,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 09:14:14+00:00,300 410,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 09:14:20+00:00,300 420,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 09:14:25+00:00,300 430,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 09:14:30+00:00,300 440,0.0,227.3300018310547,225.38999938964844,,,0
2024-11-19 15:38:46+00:00,today fiidii data 19112024 fii sell net 341173 cr dii buy net 278389 cr net selling 62784 cr,0.0,227.3300018310547,225.38999938964844,,,0
